   No     Tinit     Trise        D0           lonR           latR             dR         L         W    strike       dip      rake         x         y
   31      3.00     13.00     0.231      26.890921      37.995918      19.027229      5.00      5.00   344.666    89.133    -3.638     -5.00    -15.00
   32      4.00      9.00     0.282      26.834009      37.995930      19.027229      5.00      5.00   357.709    63.764    -0.051      0.00    -15.00
   33      4.00     10.00     0.357      26.777081      37.995918      19.027229      5.00      5.00   276.048    86.755   137.575      5.00    -15.00
   34      5.00      8.00     0.402      26.720160      37.995880      19.027229      5.00      5.00   283.561    89.532   126.001     10.00    -15.00
   35      5.00      8.00     0.395      26.663231      37.995811      19.027229      5.00      5.00   104.891    88.555  -122.714     15.00    -15.00
   36      6.00     10.00     0.343      26.606310      37.995708      19.027229      5.00      5.00   111.156    85.068  -111.992     20.00    -15.00
   37      8.00     12.00     0.315      26.549391      37.995590      19.027229      5.00      5.00   117.360    82.390   -94.558     25.00    -15.00
   38      9.00     12.00     0.275      26.492460      37.995441      19.027229      5.00      5.00    97.118    84.726  -114.254     30.00    -15.00
   39     10.00     12.00     0.249      26.435539      37.995258      19.027229      5.00      5.00   252.016    64.322   122.766     35.00    -15.00
   40     12.00     12.00     0.277      26.378620      37.995049      19.027229      5.00      5.00   190.410    62.526    51.740     40.00    -15.00
   41     13.00     12.00     0.266      26.321699      37.994820      19.027229      5.00      5.00   184.505    70.378    54.779     45.00    -15.00
   42     14.00     12.00     0.155      26.264771      37.994560      19.027229      5.00      5.00   183.316    74.182    66.257     50.00    -15.00
   43     14.00     12.00     0.236      27.402950      37.958580      16.018150      5.00      5.00   176.091     8.355    82.847    -50.00    -10.00
   44     12.00     12.00     0.354      27.346060      37.958839      16.018150      5.00      5.00   122.696     7.402    37.569    -45.00    -10.00
   45     11.00     12.00     0.317      27.289160      37.959068      16.018150      5.00      5.00   157.216     9.253    72.214    -40.00    -10.00
   46      9.00     12.00     0.273      27.232269      37.959278      16.018150      5.00      5.00   113.267    16.018    40.262    -35.00    -10.00
   47      8.00     13.00     0.231      27.175369      37.959461      16.018150      5.00      5.00    97.962    40.800    45.953    -30.00    -10.00
   48      7.00     12.00     0.206      27.118481      37.959610      16.018150      5.00      5.00   263.762    82.248     3.616    -25.00    -10.00
   49      5.00     12.00     0.216      27.061581      37.959728      16.018150      5.00      5.00   105.594    79.724    14.931    -20.00    -10.00
   50      4.00      7.00     0.222      27.004690      37.959831      16.018150      5.00      5.00   225.049    80.335  -134.947    -15.00    -10.00
   51      4.00      6.00     0.318      26.947790      37.959900      16.018150      5.00      5.00   244.285    61.862  -150.772    -10.00    -10.00
   52      2.00      7.00     0.461      26.890890      37.959942      16.018150      5.00      5.00   259.781    42.347  -137.710     -5.00    -10.00
   53      2.00      9.00     0.535      26.834000      37.959949      16.018150      5.00      5.00   305.002    30.191   -77.267      0.00    -10.00
   54      2.00     12.00     0.563      26.777109      37.959942      16.018150      5.00      5.00   102.403    67.393  -113.011      5.00    -10.00
   55      3.00     11.00     0.557      26.720209      37.959900      16.018150      5.00      5.00   111.147    75.086  -113.218     10.00    -10.00
   56      4.00     10.00     0.569      26.663309      37.959831      16.018150      5.00      5.00   122.115    76.652  -100.195     15.00    -10.00
   57      5.00     11.00     0.569      26.606421      37.959728      16.018150      5.00      5.00   295.108    14.467  -104.642     20.00    -10.00
   58      7.00     11.00     0.546      26.549520      37.959610      16.018150      5.00      5.00   266.376    23.219  -130.200     25.00    -10.00
   59      8.00      9.00     0.497      26.492630      37.959461      16.018150      5.00      5.00   264.253    19.686  -129.141     30.00    -10.00
   60      9.00     12.00     0.286      26.435730      37.959278      16.018150      5.00      5.00    94.375    81.221  -114.013     35.00    -10.00
   61     11.00     12.00     0.223      26.378839      37.959068      16.018150      5.00      5.00   344.515    82.629   -27.810     40.00    -10.00
   62     12.00     13.00     0.253      26.321939      37.958839      16.018150      5.00      5.00   175.651    75.211    35.919     45.00    -10.00
   63     14.00     12.00     0.134      26.265051      37.958580      16.018150      5.00      5.00   178.509    69.627    43.618     50.00    -10.00
   64     14.00     10.00     0.273      27.402670      37.922600      13.009080      5.00      5.00   193.862    89.377   -98.945    -50.00     -5.00
   65     14.00     10.00     0.333      27.345810      37.922859      13.009080      5.00      5.00   179.520    88.699   -93.716    -45.00     -5.00
   66     11.00     12.00     0.325      27.288940      37.923100      13.009080      5.00      5.00   199.051    85.476  -108.799    -40.00     -5.00
   67     10.00     11.00     0.288      27.232071      37.923302      13.009080      5.00      5.00   103.972    38.365   -26.663    -35.00     -5.00
   68      8.00     13.00     0.262      27.175211      37.923481      13.009080      5.00      5.00    95.917    48.469   -26.952    -30.00     -5.00
   69      7.00     10.00     0.274      27.118340      37.923630      13.009080      5.00      5.00   241.988    45.419   -87.396    -25.00     -5.00
   70      5.00     12.00     0.338      27.061470      37.923759      13.009080      5.00      5.00   225.490    53.709  -117.789    -20.00     -5.00
   71      4.00      7.00     0.434      27.004601      37.923851      13.009080      5.00      5.00   233.425    57.286  -129.686    -15.00     -5.00
   72      3.00      7.00     0.633      26.947741      37.923920      13.009080      5.00      5.00   250.391    48.943  -127.346    -10.00     -5.00
   73      2.00      8.00     0.908      26.890869      37.923962      13.009080      5.00      5.00   262.139    41.255  -120.256     -5.00     -5.00
   74      1.00     10.00     0.984      26.834000      37.923981      13.009080      5.00      5.00   278.203    36.686  -101.687      0.00     -5.00
   75      1.00     11.00     0.941      26.777130      37.923962      13.009080      5.00      5.00   289.648    33.868   -91.023      5.00     -5.00
   76      3.00     11.00     0.801      26.720261      37.923920      13.009080      5.00      5.00   295.235    24.878  -100.559     10.00     -5.00
   77      4.00     11.00     0.805      26.663401      37.923851      13.009080      5.00      5.00   294.096    19.349  -106.813     15.00     -5.00
   78      6.00     10.00     0.861      26.606529      37.923759      13.009080      5.00      5.00   271.235    23.949  -126.844     20.00     -5.00
   79      7.00     10.00     0.904      26.549660      37.923630      13.009080      5.00      5.00   261.042    31.371  -127.829     25.00     -5.00
   80      8.00      9.00     0.717      26.492790      37.923481      13.009080      5.00      5.00   259.899    29.202  -124.531     30.00     -5.00
   81      9.00     11.00     0.477      26.435930      37.923302      13.009080      5.00      5.00   264.752    28.347  -114.097     35.00     -5.00
   82     11.00     12.00     0.389      26.379061      37.923100      13.009080      5.00      5.00   309.971    47.892   -44.352     40.00     -5.00
   83     12.00     13.00     0.209      26.322189      37.922859      13.009080      5.00      5.00   343.690    80.262   -23.834     45.00     -5.00
   84     14.00     12.00     0.139      26.265329      37.922600      13.009080      5.00      5.00   184.255    77.877    42.594     50.00     -5.00
   85     14.00     12.00     0.271      27.402399      37.886631      10.000000      5.00      5.00   107.535    39.253   -33.830    -50.00      0.00
   86     13.00     12.00     0.405      27.345560      37.886890      10.000000      5.00      5.00   240.351    53.593  -136.026    -45.00      0.00
   87     11.00     12.00     0.485      27.288719      37.887119      10.000000      5.00      5.00   238.371    55.705  -128.164    -40.00      0.00
   88      9.00     12.00     0.551      27.231880      37.887329      10.000000      5.00      5.00   240.761    56.793  -121.740    -35.00      0.00
   89     10.00      9.00     0.503      27.175039      37.887508      10.000000      5.00      5.00   236.594    53.377  -118.983    -30.00      0.00
   90      7.00     11.00     0.537      27.118200      37.887661      10.000000      5.00      5.00   244.409    48.080   -99.574    -25.00      0.00
   91      6.00     11.00     0.536      27.061359      37.887779      10.000000      5.00      5.00   246.211    43.485   -97.745    -20.00      0.00
   92      4.00     11.00     0.708      27.004520      37.887878      10.000000      5.00      5.00   245.181    44.321  -119.932    -15.00      0.00
   93      3.00     11.00     0.983      26.947680      37.887951      10.000000      5.00      5.00   254.543    42.835  -120.135    -10.00      0.00
   94      2.00     11.00     1.241      26.890841      37.887989      10.000000      5.00      5.00   261.900    41.433  -118.087     -5.00      0.00
   95      2.00     11.00     1.347      26.834000      37.888000      10.000000      5.00      5.00   269.451    38.896  -111.677      0.00      0.00
   96      2.00     11.00     1.283      26.777161      37.887989      10.000000      5.00      5.00   276.760    36.036  -105.443      5.00      0.00
   97      3.00     10.00     1.115      26.720320      37.887951      10.000000      5.00      5.00   281.045    30.838  -109.303     10.00      0.00
   98      6.00      8.00     1.119      26.663481      37.887878      10.000000      5.00      5.00   274.522    28.069  -118.901     15.00      0.00
   99      6.00     10.00     1.190      26.606640      37.887779      10.000000      5.00      5.00   262.635    30.992  -125.937     20.00      0.00
  100      8.00      9.00     1.168      26.549801      37.887661      10.000000      5.00      5.00   257.819    34.453  -124.615     25.00      0.00
  101      9.00      9.00     0.987      26.492960      37.887508      10.000000      5.00      5.00   257.699    35.732  -116.663     30.00      0.00
  102     10.00     11.00     0.817      26.436119      37.887329      10.000000      5.00      5.00   270.967    35.319   -94.368     35.00      0.00
  103     11.00     12.00     0.643      26.379280      37.887119      10.000000      5.00      5.00   286.435    41.228   -69.094     40.00      0.00
  104     13.00     10.00     0.297      26.322439      37.886890      10.000000      5.00      5.00   303.538    45.500   -64.362     45.00      0.00
  105     19.00      6.00     0.114      26.265600      37.886631      10.000000      5.00      5.00   349.931    79.305   -40.140     50.00      0.00
  106     14.00     12.00     0.327      27.402121      37.850651       6.990920      5.00      5.00   243.491    54.553  -124.808    -50.00      5.00
  107     13.00     11.00     0.509      27.345310      37.850910       6.990920      5.00      5.00   247.110    53.121  -122.735    -45.00      5.00
  108     11.00     11.00     0.663      27.288500      37.851151       6.990920      5.00      5.00   250.943    52.626  -115.306    -40.00      5.00
  109      9.00     11.00     0.814      27.231689      37.851349       6.990920      5.00      5.00   248.072    53.463  -113.225    -35.00      5.00
  110      9.00     10.00     0.877      27.174870      37.851528       6.990920      5.00      5.00   245.812    51.771  -112.163    -30.00      5.00
  111      7.00     11.00     0.910      27.118059      37.851681       6.990920      5.00      5.00   248.521    47.125  -102.628    -25.00      5.00
  112      7.00     10.00     0.797      27.061251      37.851799       6.990920      5.00      5.00   252.614    41.847   -96.105    -20.00      5.00
  113      4.00     11.00     0.946      27.004440      37.851898       6.990920      5.00      5.00   258.610    38.944  -102.930    -15.00      5.00
  114      3.00     11.00     1.227      26.947620      37.851971       6.990920      5.00      5.00   259.408    39.759  -112.158    -10.00      5.00
  115      2.00     11.00     1.534      26.890810      37.852009       6.990920      5.00      5.00   260.982    40.407  -114.740     -5.00      5.00
  116      2.00     11.00     1.684      26.834000      37.852020       6.990920      5.00      5.00   264.783    39.100  -113.768      0.00      5.00
  117      3.00     10.00     1.611      26.777189      37.852009       6.990920      5.00      5.00   269.123    37.386  -111.900      5.00      5.00
  118      4.00      9.00     1.439      26.720381      37.851971       6.990920      5.00      5.00   271.083    34.922  -112.935     10.00      5.00
  119      6.00      9.00     1.483      26.663561      37.851898       6.990920      5.00      5.00   264.378    35.557  -119.789     15.00      5.00
  120      7.00      9.00     1.528      26.606750      37.851799       6.990920      5.00      5.00   259.901    35.332  -122.030     20.00      5.00
  121      7.00     10.00     1.478      26.549940      37.851681       6.990920      5.00      5.00   256.984    35.843  -121.477     25.00      5.00
  122      9.00     11.00     1.324      26.493130      37.851528       6.990920      5.00      5.00   258.304    38.025  -112.022     30.00      5.00
  123     10.00     11.00     1.094      26.436310      37.851349       6.990920      5.00      5.00   265.236    39.116   -98.903     35.00      5.00
  124     11.00     12.00     0.879      26.379499      37.851151       6.990920      5.00      5.00   282.354    43.735   -71.294     40.00      5.00
  125     13.00     12.00     0.504      26.322689      37.850910       6.990920      5.00      5.00   281.919    44.128   -77.884     45.00      5.00
  126     14.00     11.00     0.138      26.265881      37.850651       6.990920      5.00      5.00   306.566    51.347   -65.749     50.00      5.00
  127     14.00     12.00     0.401      27.401840      37.814671       3.981850      5.00      5.00   247.337    52.204  -122.235    -50.00     10.00
  128     13.00     10.00     0.587      27.345060      37.814941       3.981850      5.00      5.00   252.248    50.220  -117.853    -45.00     10.00
  129     11.00     11.00     0.798      27.288280      37.815170       3.981850      5.00      5.00   257.497    50.981  -108.458    -40.00     10.00
  130      9.00     11.00     0.945      27.231489      37.815369       3.981850      5.00      5.00   253.977    51.408  -105.560    -35.00     10.00
  131      8.00     11.00     1.097      27.174709      37.815552       3.981850      5.00      5.00   246.208    51.655  -110.316    -30.00     10.00
  132      7.00     11.00     1.113      27.117920      37.815701       3.981850      5.00      5.00   249.555    47.310  -102.876    -25.00     10.00
  133      6.00     11.00     1.016      27.061140      37.815830       3.981850      5.00      5.00   256.582    42.702   -95.133    -20.00     10.00
  134      5.00     10.00     1.087      27.004351      37.815922       3.981850      5.00      5.00   264.287    38.608   -94.050    -15.00     10.00
  135      3.00     11.00     1.408      26.947571      37.815990       3.981850      5.00      5.00   262.220    38.714  -106.261    -10.00     10.00
  136      3.00     11.00     1.675      26.890779      37.816029       3.981850      5.00      5.00   260.248    39.728  -113.480     -5.00     10.00
  137      2.00     12.00     1.870      26.834000      37.816051       3.981850      5.00      5.00   263.261    39.197  -113.437      0.00     10.00
  138      3.00     10.00     1.832      26.777220      37.816029       3.981850      5.00      5.00   266.191    38.324  -112.819      5.00     10.00
  139      5.00      8.00     1.690      26.720430      37.815990       3.981850      5.00      5.00   265.289    37.045  -116.292     10.00     10.00
  140      6.00      9.00     1.661      26.663651      37.815922       3.981850      5.00      5.00   262.104    37.327  -120.249     15.00     10.00
  141      6.00     10.00     1.750      26.606859      37.815830       3.981850      5.00      5.00   260.338    35.997  -120.527     20.00     10.00
  142      7.00     10.00     1.666      26.550079      37.815701       3.981850      5.00      5.00   255.873    36.676  -121.664     25.00     10.00
  143      9.00     11.00     1.548      26.493290      37.815552       3.981850      5.00      5.00   259.302    38.370  -110.675     30.00     10.00
  144     10.00     11.00     1.288      26.436510      37.815369       3.981850      5.00      5.00   262.502    39.952  -101.257     35.00     10.00
  145     11.00     12.00     1.060      26.379721      37.815170       3.981850      5.00      5.00   277.945    44.043   -77.174     40.00     10.00
  146     13.00     11.00     0.656      26.322941      37.814941       3.981850      5.00      5.00   279.803    45.845   -75.426     45.00     10.00
  147     14.00     12.00     0.258      26.266159      37.814671       3.981850      5.00      5.00   290.581    48.805   -68.872     50.00     10.00
